"name","state","district","category","description","address","latitude","longitude","estimated_cost","opening_hours","image_url","is_active","visit_duration_min","festival_start_date","festival_end_date","halal_status","is_outdoor","best_time_to_visit","dress_code_required","website_url","phone_number","avg_rating","rating"
"0 km Kilang Gula","Perlis","Kangar","culture","0 km Kilang Gula is a culture stop in Kangar, Perlis, useful for local cultural exploration. It is located around R122, Chuping, 02500 Kangar, Perlis, Malaysia. Google Places shows a rating context of 4.6/5 from about 131 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","R122, Chuping, 02500 Kangar, Perlis, Malaysia","6.544075","100.3197067","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_0_km_kilang_gula_perlis_kangar_c837f6e262.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=4144899078913211350","","4.60","4.60"
"Tasik Melati Recreational Park","Perlis","Kangar","nature","Tasik Melati Recreational Park is a nature stop in Kangar, Perlis, useful for outdoor scenery and eco-tourism. It is located around G64V+V8, Jalan Tasik Melati, Tasik Melati, 02400 Kangar, Perlis, Malaysia. Google Places shows a rating context of 4.1/5 from about 1540 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","G64V+V8, Jalan Tasik Melati, Tasik Melati, 02400 Kangar, Perlis, Malaysia","6.50681","100.243228","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_tasik_melati_recreational_park_perlis_kangar_8999e1ba25.jpg","1","120","","","","1","Morning","0","https://m.facebook.com/pages/Tasik-Melati-Recreational-Park-Melati-Lake/2462798980431642","014-908 6267","4.10","4.10"
"Kelam Cave","Perlis","Kangar","nature","Kelam Cave is a nature stop in Kangar, Perlis, useful for outdoor scenery and eco-tourism. It is located around Jalan, Kaki Bukit, 02200 Kaki Bukit, Perlis, Malaysia. Google Places shows a rating context of 4.4/5 from about 2812 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan, Kaki Bukit, 02200 Kaki Bukit, Perlis, Malaysia","6.6448981","100.202778","0.00","Monday: 9:00 AM - 5:30 PM | Tuesday: 9:00 AM - 5:30 PM | Wednesday: 9:00 AM - 5:00 PM | Thursday: 9:00 AM - 5:30 PM | Friday: 9:00 AM - 5:30 PM | Saturday: 9:00 AM - 6:00 PM | Sunday: 9:00 AM - 6:00 PM","uploads/places/google_bulk_kelam_cave_perlis_kangar_781d9ab89e.jpg","1","120","","","","1","Morning","0","https://forestry.perlis.gov.my/index.php/ms/eko-pelancongan/gua-kelam","019-541 1105","4.40","4.40"
"Taman Bunga Kertas Tuanku Lailatul Shahreen","Perlis","Kangar","nature","Taman Bunga Kertas Tuanku Lailatul Shahreen is a nature stop in Kangar, Perlis, useful for outdoor scenery and eco-tourism. It is located around 01000 Kangar, Perlis, Malaysia. Google Places shows a rating context of 4.1/5 from about 139 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","01000 Kangar, Perlis, Malaysia","6.412324","100.1936368","0.00","","uploads/places/google_bulk_taman_bunga_kertas_tuanku_lailatul_shahreen_perlis_kangar_f084047f13.jpg","1","120","","","","1","Morning","0","https://www.facebook.com/people/Taman-Bunga-Kertas-Tuanku-Lailatul-Shahreen-Kangar-Perlis/100066889616185/","","4.10","4.10"
"ATV BINTONG","Perlis","Kangar","culture","ATV BINTONG is a culture stop in Kangar, Perlis, useful for local cultural exploration. It is located around Kampung Behor Janggus, 01000 Kangar, Perlis, Malaysia. Google Places shows a rating context of 4.9/5 from about 23 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kampung Behor Janggus, 01000 Kangar, Perlis, Malaysia","6.4454022","100.1660788","0.00","","uploads/places/google_bulk_atv_bintong_perlis_kangar_ae5344e61a.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=14225312356477583082","012-568 7002","4.90","4.90"
"Dataran Keris","Perlis","Kangar","culture","Dataran Keris is a culture stop in Kangar, Perlis, useful for local cultural exploration. It is located around Pusat Bandar Kangar, 01000 Kangar, Perlis, Malaysia. Google Places shows a rating context of 4.4/5 from about 15 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Pusat Bandar Kangar, 01000 Kangar, Perlis, Malaysia","6.4370385","100.1918562","0.00","","uploads/places/google_bulk_dataran_keris_perlis_kangar_1caaf14643.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=10263691791905499690","","4.40","4.40"
"Pokok Asam View","Perlis","Kangar","culture","Pokok Asam View is a culture stop in Kangar, Perlis, useful for local cultural exploration. It is located around 02500, Unnamed Road, 02500 Kangar, Perlis, Malaysia. Google Places shows a rating context of 5.0/5 from about 4 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","02500, Unnamed Road, 02500 Kangar, Perlis, Malaysia","6.505275","100.2782699","0.00","","uploads/places/google_bulk_pokok_asam_view_perlis_kangar_c5fc05ab72.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=2222698221697110244","","5.00","5.00"
"Galeri DiRaja Arau Perlis","Perlis","Arau","museum","Galeri DiRaja Arau Perlis is a museum stop in Arau, Perlis, useful for history, exhibits, and educational visits. It is located around Arau, 02600 Arau, Perlis, Malaysia. Google Places shows a rating context of 5.0/5 from about 6 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Arau, 02600 Arau, Perlis, Malaysia","6.4315883","100.2710104","5.00","Monday: 9:00 AM - 5:00 PM | Tuesday: 9:00 AM - 5:00 PM | Wednesday: 9:00 AM - 5:00 PM | Thursday: 9:00 AM - 5:00 PM | Friday: 9:00 AM - 5:00 PM | Saturday: Closed | Sunday: Closed","uploads/places/google_bulk_galeri_diraja_arau_perlis_perlis_arau_f66ee95379.jpg","1","90","","","","0","Morning or afternoon","0","https://dymm.perlis.gov.my/index.php/info-diraja/istana-arau","04-986 1226","5.00","5.00"
"ARAUBERRY","Perlis","Arau","culture","ARAUBERRY is a culture stop in Arau, Perlis, useful for local cultural exploration. It is located around JKR 533, Jalan Besar Arau, Arau, 02600 Arau, Perlis, Malaysia. Google Places shows a rating context of 4.7/5 from about 44 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","JKR 533, Jalan Besar Arau, Arau, 02600 Arau, Perlis, Malaysia","6.4270979","100.2716733","0.00","Monday: 6:00 PM - 1:00 AM | Tuesday: 6:00 PM - 1:00 AM | Wednesday: 6:00 PM - 1:00 AM | Thursday: 6:00 PM - 1:00 AM | Friday: 6:00 PM - 1:00 AM | Saturday: 6:00 PM - 1:00 AM | Sunday: 6:00 PM - 1:00 AM","uploads/places/google_bulk_arauberry_perlis_arau_c208416511.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=10412342246663826780","019-480 7703","4.70","4.70"
"Kampung Baru Pauh Setia","Perlis","Arau","culture","Kampung Baru Pauh Setia is a culture stop in Arau, Perlis, useful for local cultural exploration. It is located around 2, Pauh Setia 2, Pauh, 02600 Arau, Perlis, Malaysia. Google Places shows a rating context of 4.3/5 from about 3 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","2, Pauh Setia 2, Pauh, 02600 Arau, Perlis, Malaysia","6.4378698","100.3023076","0.00","","uploads/places/google_bulk_kampung_baru_pauh_setia_perlis_arau_2727bf0ba7.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=15122201167104962762","","4.30","4.30"
"Floating Market Perlis","Perlis","Arau","culture","Floating Market Perlis is a culture stop in Arau, Perlis, useful for local cultural exploration. It is located around Kompleks jps, Taman Pengkalan Asam, 01000 Kangar, Perlis, Malaysia. Google Places shows a rating context of 4.1/5 from about 124 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kompleks jps, Taman Pengkalan Asam, 01000 Kangar, Perlis, Malaysia","6.4356392","100.1817879","0.00","Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 9:00 AM - 7:00 PM | Sunday: 9:00 AM - 7:00 PM","uploads/places/google_bulk_floating_market_perlis_perlis_arau_18d0cfae2e.jpg","1","90","","","","0","Morning or afternoon","0","https://www.facebook.com/share/1AZ4ebxpD1/?mibextid=wwXIfr","010-770 3977","4.10","4.10"
"Makam Tok Arau Perlis","Perlis","Arau","culture","Makam Tok Arau Perlis is a culture stop in Arau, Perlis, useful for local cultural exploration. It is located around 02600 Arau, Perlis, Malaysia. Google Places shows a rating context of 3.9/5 from about 35 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","02600 Arau, Perlis, Malaysia","6.4337313","100.2801491","0.00","","uploads/places/google_bulk_makam_tok_arau_perlis_perlis_arau_17ba438314.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=7690148781319818989","013-405 8885","3.90","3.90"
"Laluan Rentas (Flyover) Arau","Perlis","Arau","culture","Laluan Rentas (Flyover) Arau is a culture stop in Arau, Perlis, useful for local cultural exploration. It is located around Persiaran Jubli Emas, Arau, 02600 Arau, Perlis, Malaysia. It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Persiaran Jubli Emas, Arau, 02600 Arau, Perlis, Malaysia","6.4446147","100.262992","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_laluan_rentas_flyover_arau_perlis_arau_86832182ef.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=18055134852890928557","","",""
"C2305","Perlis","Arau","culture","C2305 is a culture stop in Arau, Perlis, useful for local cultural exploration. It is located around C7VJ+9M, Kolej Matrikulasi Perlis, 02600 Arau, Perlis, Malaysia. It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","C7VJ+9M, Kolej Matrikulasi Perlis, 02600 Arau, Perlis, Malaysia","6.4434116","100.2817383","0.00","","uploads/places/google_bulk_c2305_perlis_arau_cd1cd6c83b.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=10586108029676734687","","",""
"Masjid Lama Arau Bandar DiRaja, Perlis Indera Kayangan","Perlis","Arau","heritage","Masjid Lama Arau Bandar DiRaja, Perlis Indera Kayangan is a heritage stop in Arau, Perlis, useful for religious, architectural, or historical heritage. It is located around Arau Bandar DiRaja, Arau, 02600 Arau, Perlis, Malaysia. Google Places shows a rating context of 4.8/5 from about 4 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Arau Bandar DiRaja, Arau, 02600 Arau, Perlis, Malaysia","6.4296237","100.2714205","0.00","","uploads/places/google_bulk_masjid_lama_arau_bandar_diraja_perlis_indera_kayangan_perlis_arau_3e4361224d.jpg","1","90","","","","0","Morning or afternoon","1","http://seifjay.blogspot.com/2011/10/penerokaan-mukim-arau-titik-mula-sebuah.html?m=1","","4.80","4.80"
"Al Hussain Mosque, Kuala Perlis","Perlis","Arau","heritage","Al Hussain Mosque, Kuala Perlis is a heritage stop in Arau, Perlis, useful for religious, architectural, or historical heritage. It is located around 1, Persiaran Putra Timur, 02000 Kuala Perlis, Perlis, Malaysia. Google Places shows a rating context of 4.7/5 from about 3089 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","1, Persiaran Putra Timur, 02000 Kuala Perlis, Perlis, Malaysia","6.3973364","100.1269809","0.00","Monday: 5:00 AM - 10:00 PM | Tuesday: 5:00 AM - 10:00 PM | Wednesday: 5:00 AM - 10:00 PM | Thursday: 5:00 AM - 10:00 PM | Friday: 5:00 AM - 10:00 PM | Saturday: 5:00 AM - 10:00 PM | Sunday: 5:00 AM - 10:00 PM","uploads/places/google_bulk_al_hussain_mosque_kuala_perlis_perlis_arau_e68666760e.jpg","1","90","","","","0","Morning or afternoon","1","https://www.facebook.com/profile.php?id=100064413532530&mibextid=JRoKGi","013-339 7780","4.70","4.70"
"Alwi Mosque","Perlis","Arau","heritage","Alwi Mosque is a heritage stop in Arau, Perlis, useful for religious, architectural, or historical heritage. It is located around Jalan Baru Kangar, Alor Setar, 01000 Kangar, Perlis, Malaysia. Google Places shows a rating context of 4.7/5 from about 1949 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Baru Kangar, Alor Setar, 01000 Kangar, Perlis, Malaysia","6.440744","100.1978572","0.00","Monday: 5:00 AM - 10:00 PM | Tuesday: 5:00 AM - 10:00 PM | Wednesday: 5:00 AM - 10:00 PM | Thursday: 5:00 AM - 10:00 PM | Friday: 5:00 AM - 10:00 PM | Saturday: 5:00 AM - 10:00 PM | Sunday: 5:00 AM - 10:00 PM","uploads/places/google_bulk_alwi_mosque_perlis_arau_9747b81693.jpg","1","90","","","","0","Morning or afternoon","1","https://m.facebook.com/masjidalwirasmi/","04-970 5335","4.70","4.70"
"Wat Kampung Guar Nangka","Perlis","Arau","heritage","Wat Kampung Guar Nangka is a heritage stop in Arau, Perlis, useful for religious, architectural, or historical heritage. It is located around R139, Perlis, Kampung Guar Nangka, 02600 Arau, Perlis, Malaysia. Google Places shows a rating context of 4.4/5 from about 16 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","R139, Perlis, Kampung Guar Nangka, 02600 Arau, Perlis, Malaysia","6.4635913","100.2880767","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_wat_kampung_guar_nangka_perlis_arau_b2babf5f50.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=16808636742242523007","013-581 1721","4.40","4.40"
"MASJID TUANKU SYED FAIZUDDIN PUTRA JAMALULLAIL (Kayang, Perlis)","Perlis","Arau","heritage","MASJID TUANKU SYED FAIZUDDIN PUTRA JAMALULLAIL (Kayang, Perlis) is a heritage stop in Arau, Perlis, useful for religious, architectural, or historical heritage. It is located around 95W8+4M, 02000 Kuala Perlis, Perlis, Malaysia. Google Places shows a rating context of 5.0/5 from about 11 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","95W8+4M, 02000 Kuala Perlis, Perlis, Malaysia","6.3953048","100.1667551","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_masjid_tuanku_syed_faizuddin_putra_jamalullail_kayang_perlis_perlis_arau_2ec8ea12eb.jpg","1","90","","","","0","Morning or afternoon","1","https://www.facebook.com/profile.php?id=100080293587415","017-661 3415","5.00","5.00"
"Arau muniswaran temple அரவு முனீஸ்வரன் கோவில் (วัดอาเรา มูนิสวารัน)","Perlis","Arau","heritage","Arau muniswaran temple அரவு முனீஸ்வரன் கோவில் (วัดอาเรา มูนิสวารัน) is a heritage stop in Arau, Perlis, useful for religious, architectural, or historical heritage. It is located around Arau, 02600 Arau, Perlis, Malaysia. Google Places shows a rating context of 5.0/5 from about 3 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Arau, 02600 Arau, Perlis, Malaysia","6.4278492","100.2704187","0.00","","uploads/places/google_bulk_arau_muniswaran_temple_perlis_arau_075da92063.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=1711475493404352228","","5.00","5.00"
"Ladang Burung Unta Perlis (Ostrich Farm)","Perlis","Padang Besar","culture","Ladang Burung Unta Perlis (Ostrich Farm) is a culture stop in Padang Besar, Perlis, useful for local cultural exploration. It is located around 7, 02100 Padang Besar, Perlis, Malaysia. Google Places shows a rating context of 4.3/5 from about 953 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","7, 02100 Padang Besar, Perlis, Malaysia","6.6554447","100.2808079","0.00","Monday: 10:00 AM - 6:00 PM | Tuesday: 10:00 AM - 6:00 PM | Wednesday: 10:00 AM - 6:00 PM | Thursday: 10:00 AM - 6:00 PM | Friday: 10:00 AM - 7:00 PM | Saturday: 10:00 AM - 7:00 PM | Sunday: 10:00 AM - 7:00 PM","uploads/places/google_bulk_ladang_burung_unta_perlis_ostrich_farm_perlis_padang_besar_1a5edcdc1d.jpg","1","90","","","","0","Morning or afternoon","0","https://m.facebook.com/pages/Ladang-Burung-Unta/269203767334253","","4.30","4.30"
"Titian Kanopi FRIM Perlis","Perlis","Padang Besar","culture","Titian Kanopi FRIM Perlis is a culture stop in Padang Besar, Perlis, useful for local cultural exploration. It is located around Stesen Institut Penyelidikan Perhutanan Malaysia (FRIM, 02100 Padang Besar, Perlis, Malaysia. Google Places shows a rating context of 4.4/5 from about 26 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Stesen Institut Penyelidikan Perhutanan Malaysia (FRIM, 02100 Padang Besar, Perlis, Malaysia","6.6509125","100.2404774","0.00","Monday: 9:00 AM - 12:00 PM, 2:30 - 4:00 PM | Tuesday: 9:00 AM - 12:00 PM, 2:30 - 4:00 PM | Wednesday: 9:00 AM - 12:00 PM, 2:30 - 4:00 PM | Thursday: 9:00 AM - 12:00 PM, 2:30 - 4:00 PM | Friday: 9:00 - 11:00 AM, 3:00 - 4:00 PM | Saturday: 9:00 AM - 12:00 PM | Sunday: 9:00 AM - 12:00 PM","uploads/places/google_bulk_titian_kanopi_frim_perlis_perlis_padang_besar_aac69bd09f.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=266943215931112695","","4.40","4.40"
"Teak Eco Park","Perlis","Padang Besar","culture","Teak Eco Park is a culture stop in Padang Besar, Perlis, useful for local cultural exploration. It is located around Lorong Jati, KM 28, Jalan Padang Besar, U, Titi Tinggi, 02100 Padang Besar, Perlis, Malaysia. Google Places shows a rating context of 5.0/5 from about 1 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Lorong Jati, KM 28, Jalan Padang Besar, U, Titi Tinggi, 02100 Padang Besar, Perlis, Malaysia","6.6464921","100.2420014","0.00","Monday: 9:00 AM - 1:00 PM, 2:00 - 4:00 PM | Tuesday: 9:00 AM - 1:00 PM, 2:00 - 4:00 PM | Wednesday: 9:00 AM - 1:00 PM, 2:00 - 4:00 PM | Thursday: 9:00 AM - 1:00 PM, 2:00 - 4:00 PM | Friday: 9:00 AM - 1:00 PM, 2:00 - 4:00 PM | Saturday: 9:00 AM - 1:00 PM, 2:00 - 4:30 PM | Sunday: 9:00 AM - 1:00 PM, 2:00 - 4:30 PM","uploads/places/google_bulk_teak_eco_park_perlis_padang_besar_e189fb6c7d.jpg","1","90","","","","0","Morning or afternoon","0","https://www.tiktok.com/discover/teak-eco-park","04-945 6235","5.00","5.00"
"Kampung Padang Mawa","Perlis","Padang Besar","culture","Kampung Padang Mawa is a culture stop in Padang Besar, Perlis, useful for local cultural exploration. It is located around Kampung Padang Mawa, 02100 Padang Besar, Perlis, Malaysia. Google Places shows a rating context of 5.0/5 from about 1 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kampung Padang Mawa, 02100 Padang Besar, Perlis, Malaysia","6.6453913","100.2793293","0.00","","uploads/places/google_bulk_kampung_padang_mawa_perlis_padang_besar_37c71858f6.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=1857093662621724908","","5.00","5.00"
"Kolam Ladang Kenaf","Perlis","Padang Besar","culture","Kolam Ladang Kenaf is a culture stop in Padang Besar, Perlis, useful for local cultural exploration. It is located around 02450 Padang Besar, Perlis, Malaysia. Google Places shows a rating context of 4.3/5 from about 18 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","02450 Padang Besar, Perlis, Malaysia","6.6268048","100.2905514","0.00","","uploads/places/google_bulk_kolam_ladang_kenaf_perlis_padang_besar_953329ff1a.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=5569982392783771702","","4.30","4.30"
"Kok Mak Village","Perlis","Padang Besar","culture","Kok Mak Village is a culture stop in Padang Besar, Perlis, useful for local cultural exploration. It is located around R125, Kampung Kok Mak, 02100 Padang Besar, Perlis, Malaysia. Google Places shows a rating context of 4.3/5 from about 4 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","R125, Kampung Kok Mak, 02100 Padang Besar, Perlis, Malaysia","6.6494819","100.2820344","0.00","","uploads/places/google_bulk_kok_mak_village_perlis_padang_besar_e705c7dd62.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=11869862692378135048","","4.30","4.30"
"PIP View Point","Perlis","Padang Besar","culture","PIP View Point is a culture stop in Padang Besar, Perlis, useful for local cultural exploration. It is located around J7JQ+6J, 02450 Padang Besar, Perlis, Malaysia. Google Places shows a rating context of 4.0/5 from about 3 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","J7JQ+6J, 02450 Padang Besar, Perlis, Malaysia","6.6305674","100.2890493","0.00","","uploads/places/google_bulk_pip_view_point_perlis_padang_besar_567e7be00b.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=9901454934168059500","","4.00","4.00"
"Wang Kelian View Point","Perlis","Padang Besar","nature","Wang Kelian View Point is a nature stop in Padang Besar, Perlis, useful for outdoor scenery and eco-tourism. It is located around 02200 Kaki Bukit, Perlis, Malaysia. Google Places shows a rating context of 4.6/5 from about 3582 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","02200 Kaki Bukit, Perlis, Malaysia","6.6657371","100.2013518","0.00","Monday: 6:30 AM - 6:00 PM | Tuesday: 6:30 AM - 6:00 PM | Wednesday: 6:30 AM - 6:00 PM | Thursday: 6:30 AM - 6:00 PM | Friday: 6:30 AM - 6:00 PM | Saturday: 6:30 AM - 6:30 PM | Sunday: 6:30 AM - 6:30 PM","uploads/places/google_bulk_wang_kelian_view_point_perlis_padang_besar_13dd8a6fef.jpg","1","120","","","","1","Morning","0","https://maps.google.com/?cid=3420564068552267973","","4.60","4.60"
"Dataran wau Padang malau","Perlis","Padang Besar","culture","Dataran wau Padang malau is a culture stop in Padang Besar, Perlis, useful for local cultural exploration. It is located around G6WG+64, 02400 Kangar, Perlis, Malaysia. Google Places shows a rating context of 5.0/5 from about 1 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","G6WG+64, 02400 Kangar, Perlis, Malaysia","6.5456111","100.22525","0.00","","uploads/places/google_bulk_dataran_wau_padang_malau_perlis_padang_besar_ba43706321.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=7551559139134245618","","5.00","5.00"
"Gua Wang Burma","Perlis","Padang Besar","culture","Gua Wang Burma is a culture stop in Padang Besar, Perlis, useful for local cultural exploration. It is located around P665+27, 02200 Kaki Bukit, Perlis, Malaysia. Google Places shows a rating context of 4.4/5 from about 9 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","P665+27, 02200 Kaki Bukit, Perlis, Malaysia","6.7100914","100.2081918","0.00","","uploads/places/google_bulk_gua_wang_burma_perlis_padang_besar_9211492cd7.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=1244217713171343501","","4.40","4.40"
"Patung Ketam Besar Seberang Ramai","Perlis","Padang Besar","culture","Patung Ketam Besar Seberang Ramai is a culture stop in Padang Besar, Perlis, useful for local cultural exploration. It is located around C44F+FX, 02000 Kuala Perlis, Perlis, Malaysia. Google Places shows a rating context of 3.8/5 from about 119 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","C44F+FX, 02000 Kuala Perlis, Perlis, Malaysia","6.4061327","100.1249707","0.00","","uploads/places/google_bulk_patung_ketam_besar_seberang_ramai_perlis_padang_besar_68c71476ef.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=2341443580949139545","","3.80","3.80"
"0 km Padang Besar","Perlis","Padang Besar","culture","0 km Padang Besar is a culture stop in Padang Besar, Perlis, useful for local cultural exploration. It is located around Terminal, Padang Besar, 02100 Padang Besar, Perlis, Malaysia. Google Places shows a rating context of 4.8/5 from about 18 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Terminal, Padang Besar, 02100 Padang Besar, Perlis, Malaysia","6.6618802","100.3212687","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_0_km_padang_besar_perlis_padang_besar_9c81357121.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=2903318760483933553","","4.80","4.80"
"Yellow Pass","Perlis","Padang Besar","culture","Yellow Pass is a culture stop in Padang Besar, Perlis, useful for local cultural exploration. It is located around 79, 02500 Kangar, Perlis, Malaysia. Google Places shows a rating context of 4.5/5 from about 15 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","79, 02500 Kangar, Perlis, Malaysia","6.5633456","100.2975915","0.00","","uploads/places/google_bulk_yellow_pass_perlis_padang_besar_1fbd71c812.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=10949804997857553567","","4.50","4.50"
"Bulatan Padang Besar","Perlis","Padang Besar","culture","Bulatan Padang Besar is a culture stop in Padang Besar, Perlis, useful for local cultural exploration. It is located around Gerai no 7, Medan Selera MPK, U, Padang Besar, 02100 Padang Besar, Perlis, Malaysia. Google Places shows a rating context of 5.0/5 from about 5 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Gerai no 7, Medan Selera MPK, U, Padang Besar, 02100 Padang Besar, Perlis, Malaysia","6.662214","100.321715","0.00","","uploads/places/google_bulk_bulatan_padang_besar_perlis_padang_besar_0952d725cf.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=17431331917169650587","","5.00","5.00"
